"accident_id";"city";"state";"latitude";"longitude";"date";"time";"hour";"day_of_week";"is_weekend";"road_type";"lanes";"traffic_signal";"weather";"visibility";"temperature";"traffic_density";"cause";"accident_severity";"vehicles_involved";"casualties";"is_peak_hour";"festival";"risk_score"
415;"Hyderabad";"Telangana";17.501854;78.288515;"2022-03-02";"18:00:00";18;"Wednesday";0;"rural";3;"1";"fog";"low";31.0;"high";"weather";"minor";2;0;1;"No Festival";0.8
416;"Hyderabad";"Telangana";17.28964;78.564883;"2022-07-24";"00:00:00";0;"Sunday";1;"urban";6;"1";"rain";"medium";26.0;"low";"drunk driving";"fatal";2;2;0;"No Festival";0.45
417;"Kolkata";"West Bengal";22.566676;88.461604;"2022-02-20";"19:00:00";19;"Sunday";1;"highway";4;"0";"rain";"medium";18.0;"high";"distraction";"minor";5;5;1;"No Festival";0.6
418;"Chandigarh";"Punjab";30.713438;76.79876;"2024-05-14";"17:00:00";17;"Tuesday";0;"highway";3;"1";"clear";"high";25.0;"high";"overspeeding";"minor";5;2;1;"No Festival";0.45
419;"Delhi";"Delhi";28.67054;77.161424;"2023-06-14";"16:00:00";16;"Wednesday";0;"urban";3;"1";"fog";"low";25.0;"low";"drunk driving";"minor";3;1;0;"No Festival";0.45
420;"Bangalore";"Karnataka";12.917963;77.412591;"2022-05-30";"05:00:00";5;"Monday";0;"rural";5;"0";"fog";"low";21.0;"high";"distraction";"major";5;0;0;"No Festival";0.65
421;"Hyderabad";"Telangana";17.434443;78.569551;"2024-03-15";"00:00:00";0;"Friday";0;"highway";4;"1";"rain";"medium";16.0;"low";"overspeeding";"minor";5;5;0;"No Festival";0.25
422;"Chennai";"Tamil Nadu";12.808568;80.17975;"2023-11-10";"16:00:00";16;"Friday";0;"urban";5;"1";"clear";"high";22.0;"medium";"distraction";"minor";3;3;0;"No Festival";0.1
423;"Chennai";"Tamil Nadu";13.171356;80.145615;"2022-09-09";"05:00:00";5;"Friday";0;"rural";5;"1";"clear";"high";40.0;"low";"distraction";"minor";5;3;0;"No Festival";0.1
424;"Hyderabad";"Telangana";17.257354;78.220547;"2022-07-08";"10:00:00";10;"Friday";0;"urban";4;"1";"rain";"medium";30.0;"high";"poor road";"minor";2;2;1;"No Festival";0.6
425;"Chennai";"Tamil Nadu";13.087089;80.113956;"2023-04-18";"09:00:00";9;"Tuesday";0;"urban";3;"1";"rain";"medium";38.0;"high";"distraction";"minor";4;3;1;"No Festival";0.6
426;"Mumbai";"Maharashtra";18.927409;72.753023;"2024-07-02";"05:00:00";5;"Tuesday";0;"urban";1;"1";"rain";"low";18.0;"medium";"poor road";"major";2;1;0;"No Festival";0.45
427;"Delhi";"Delhi";28.608507;77.020263;"2022-07-12";"13:00:00";13;"Tuesday";0;"highway";6;"0";"rain";"low";37.0;"medium";"distraction";"minor";4;0;0;"No Festival";0.45
428;"Chandigarh";"Punjab";30.794258;76.895012;"2023-09-23";"16:00:00";16;"Saturday";1;"highway";2;"0";"rain";"low";17.0;"medium";"overspeeding";"minor";1;0;0;"No Festival";0.45
429;"Pune";"Maharashtra";18.41447;73.723653;"2024-05-26";"01:00:00";1;"Sunday";1;"urban";1;"1";"rain";"medium";33.0;"medium";"weather";"major";2;1;0;"No Festival";0.25
430;"Chandigarh";"Punjab";30.693733;76.792933;"2022-12-16";"12:00:00";12;"Friday";0;"rural";1;"0";"rain";"low";34.0;"high";"overspeeding";"minor";4;1;0;"No Festival";0.65
431;"Pune";"Maharashtra";18.637455;73.895355;"2024-08-01";"15:00:00";15;"Thursday";0;"highway";4;"0";"rain";"medium";32.0;"low";"poor road";"minor";5;3;0;"No Festival";0.25
432;"Chennai";"Tamil Nadu";12.994972;80.274334;"2022-11-03";"01:00:00";1;"Thursday";0;"highway";1;"0";"clear";"high";23.0;"medium";"weather";"major";1;0;0;"No Festival";0.1
433;"Kolkata";"West Bengal";22.602764;88.310036;"2023-02-03";"13:00:00";13;"Friday";0;"rural";1;"1";"rain";"medium";31.0;"high";"overspeeding";"major";3;2;0;"No Festival";0.45
434;"Chennai";"Tamil Nadu";12.822978;80.147682;"2022-11-03";"01:00:00";1;"Thursday";0;"rural";1;"0";"rain";"low";15.0;"medium";"distraction";"minor";5;4;0;"No Festival";0.45
435;"Pune";"Maharashtra";18.638974;73.854621;"2025-04-14";"07:00:00";7;"Monday";0;"rural";6;"1";"fog";"low";23.0;"low";"drunk driving";"minor";3;0;0;"No Festival";0.45
436;"Bangalore";"Karnataka";12.918688;77.421483;"2023-11-29";"14:00:00";14;"Wednesday";0;"highway";3;"0";"clear";"high";22.0;"high";"drunk driving";"minor";1;1;0;"No Festival";0.3
437;"Mumbai";"Maharashtra";19.292175;72.961276;"2024-10-12";"20:00:00";20;"Saturday";1;"rural";2;"0";"rain";"medium";37.0;"medium";"distraction";"minor";2;0;0;"No Festival";0.25
438;"Kolkata";"West Bengal";22.472822;88.343699;"2022-03-08";"12:00:00";12;"Tuesday";0;"urban";4;"1";"rain";"medium";22.0;"low";"weather";"major";5;2;0;"No Festival";0.25
439;"Chandigarh";"Punjab";30.606795;76.809552;"2023-09-14";"17:00:00";17;"Thursday";0;"highway";4;"1";"rain";"medium";38.0;"high";"overspeeding";"fatal";2;2;1;"No Festival";0.8
440;"Pune";"Maharashtra";18.564599;73.799979;"2023-02-02";"20:00:00";20;"Thursday";0;"urban";2;"0";"clear";"high";24.0;"low";"weather";"minor";5;0;0;"No Festival";0.1
441;"Kolkata";"West Bengal";22.4837;88.332035;"2022-02-11";"20:00:00";20;"Friday";0;"highway";4;"1";"clear";"high";17.0;"medium";"overspeeding";"major";2;2;0;"No Festival";0.1
442;"Chandigarh";"Punjab";30.653134;76.792216;"2023-12-02";"22:00:00";22;"Saturday";1;"highway";3;"0";"clear";"high";15.0;"high";"poor road";"major";4;2;0;"No Festival";0.3
443;"Chandigarh";"Punjab";30.753571;76.72288;"2022-09-22";"03:00:00";3;"Thursday";0;"rural";2;"0";"fog";"low";34.0;"low";"poor road";"major";5;5;0;"No Festival";0.45
444;"Kolkata";"West Bengal";22.582338;88.4844;"2024-08-28";"18:00:00";18;"Wednesday";0;"urban";6;"1";"rain";"low";24.0;"high";"overspeeding";"minor";2;1;1;"No Festival";0.8
445;"Chandigarh";"Punjab";30.647499;76.822427;"2025-03-20";"18:00:00";18;"Thursday";0;"urban";2;"0";"fog";"low";25.0;"high";"drunk driving";"fatal";2;2;1;"No Festival";1.0
446;"Chennai";"Tamil Nadu";12.929043;80.164165;"2023-05-28";"00:00:00";0;"Sunday";1;"rural";6;"1";"fog";"low";25.0;"low";"distraction";"minor";5;3;0;"No Festival";0.45
447;"Delhi";"Delhi";28.673621;77.237897;"2025-03-09";"14:00:00";14;"Sunday";1;"highway";2;"0";"rain";"low";20.0;"high";"distraction";"minor";5;4;0;"No Festival";0.65
448;"Mumbai";"Maharashtra";19.183549;72.70002;"2022-10-20";"17:00:00";17;"Thursday";0;"rural";3;"0";"fog";"low";15.0;"high";"drunk driving";"minor";1;0;1;"No Festival";0.8
449;"Chandigarh";"Punjab";30.736718;76.770756;"2022-05-25";"07:00:00";7;"Wednesday";0;"highway";1;"0";"rain";"medium";33.0;"high";"overspeeding";"minor";4;3;0;"No Festival";0.45
450;"Kolkata";"West Bengal";22.44045;88.280446;"2024-05-19";"22:00:00";22;"Sunday";1;"rural";3;"1";"fog";"low";40.0;"low";"drunk driving";"minor";3;0;0;"No Festival";0.45
451;"Bangalore";"Karnataka";13.001226;77.503201;"2024-10-26";"13:00:00";13;"Saturday";1;"rural";1;"0";"fog";"low";32.0;"medium";"weather";"minor";2;0;0;"No Festival";0.45
452;"Pune";"Maharashtra";18.672465;73.966679;"2022-11-23";"19:00:00";19;"Wednesday";0;"rural";6;"1";"rain";"medium";33.0;"high";"overspeeding";"minor";5;2;1;"No Festival";0.6
453;"Delhi";"Delhi";28.682106;77.222227;"2023-04-13";"15:00:00";15;"Thursday";0;"urban";4;"1";"rain";"low";17.0;"low";"weather";"minor";3;3;0;"No Festival";0.45
454;"Mumbai";"Maharashtra";18.901696;72.9801;"2023-01-20";"16:00:00";16;"Friday";0;"highway";5;"1";"fog";"low";19.0;"low";"overspeeding";"minor";2;1;0;"No Festival";0.45
455;"Chennai";"Tamil Nadu";12.873824;80.12014;"2024-02-12";"02:00:00";2;"Monday";0;"urban";6;"0";"clear";"high";38.0;"low";"distraction";"minor";3;2;0;"No Festival";0.1
456;"Chennai";"Tamil Nadu";13.125771;80.140205;"2022-02-09";"23:00:00";23;"Wednesday";0;"urban";4;"1";"rain";"medium";15.0;"low";"weather";"minor";3;3;0;"No Festival";0.25
457;"Chandigarh";"Punjab";30.719993;76.763111;"2023-08-06";"21:00:00";21;"Sunday";1;"highway";1;"1";"rain";"low";20.0;"medium";"distraction";"minor";5;0;0;"No Festival";0.45
458;"Bangalore";"Karnataka";12.893807;77.446713;"2024-12-20";"00:00:00";0;"Friday";0;"rural";6;"1";"fog";"low";38.0;"low";"weather";"minor";1;1;0;"No Festival";0.45
459;"Chandigarh";"Punjab";30.750424;76.750608;"2024-12-17";"02:00:00";2;"Tuesday";0;"rural";3;"1";"clear";"high";21.0;"low";"overspeeding";"major";2;1;0;"No Festival";0.1
460;"Bangalore";"Karnataka";13.010762;77.565505;"2024-01-24";"11:00:00";11;"Wednesday";0;"highway";1;"0";"rain";"low";38.0;"medium";"distraction";"minor";1;0;0;"No Festival";0.45
461;"Mumbai";"Maharashtra";19.1689;72.924685;"2024-12-01";"18:00:00";18;"Sunday";1;"rural";1;"0";"clear";"high";22.0;"medium";"distraction";"minor";1;0;1;"No Festival";0.25
462;"Kolkata";"West Bengal";22.613843;88.254254;"2024-09-01";"03:00:00";3;"Sunday";1;"rural";3;"1";"clear";"high";40.0;"low";"drunk driving";"minor";4;4;0;"No Festival";0.1
463;"Kolkata";"West Bengal";22.565839;88.272514;"2022-11-14";"11:00:00";11;"Monday";0;"highway";5;"0";"rain";"medium";15.0;"low";"drunk driving";"major";2;2;0;"No Festival";0.25
464;"Chennai";"Tamil Nadu";13.109903;80.151201;"2022-03-29";"19:00:00";19;"Tuesday";0;"rural";6;"0";"rain";"medium";21.0;"high";"overspeeding";"minor";1;1;1;"No Festival";0.6
465;"Pune";"Maharashtra";18.521858;73.880555;"2022-08-05";"15:00:00";15;"Friday";0;"rural";5;"1";"clear";"high";18.0;"medium";"poor road";"minor";4;3;0;"No Festival";0.1
466;"Kolkata";"West Bengal";22.564509;88.414116;"2022-10-17";"12:00:00";12;"Monday";0;"rural";3;"0";"clear";"high";19.0;"low";"poor road";"major";4;3;0;"No Festival";0.1
467;"Hyderabad";"Telangana";17.264223;78.582497;"2024-02-24";"23:00:00";23;"Saturday";1;"urban";6;"1";"fog";"low";20.0;"medium";"weather";"major";3;2;0;"No Festival";0.45
468;"Kolkata";"West Bengal";22.559989;88.4151;"2024-10-18";"12:00:00";12;"Friday";0;"urban";1;"1";"rain";"medium";27.0;"low";"weather";"minor";3;3;0;"No Festival";0.25
469;"Chennai";"Tamil Nadu";12.988869;80.247665;"2023-11-21";"20:00:00";20;"Tuesday";0;"urban";4;"0";"fog";"low";24.0;"medium";"distraction";"fatal";5;5;0;"No Festival";0.65
470;"Chandigarh";"Punjab";30.738182;76.71504;"2023-10-05";"18:00:00";18;"Thursday";0;"rural";1;"1";"rain";"low";32.0;"high";"drunk driving";"fatal";2;2;1;"No Festival";1.0
471;"Hyderabad";"Telangana";17.581124;78.474942;"2022-10-13";"17:00:00";17;"Thursday";0;"highway";3;"1";"rain";"medium";34.0;"high";"overspeeding";"minor";4;4;1;"No Festival";0.6
472;"Pune";"Maharashtra";18.633281;73.813585;"2024-02-26";"09:00:00";9;"Monday";0;"urban";4;"0";"rain";"medium";28.0;"high";"overspeeding";"minor";2;2;1;"No Festival";0.6
473;"Bangalore";"Karnataka";12.874319;77.560204;"2024-08-22";"21:00:00";21;"Thursday";0;"highway";5;"1";"clear";"high";18.0;"high";"drunk driving";"major";5;3;0;"No Festival";0.3
474;"Kolkata";"West Bengal";22.560204;88.468459;"2024-02-09";"02:00:00";2;"Friday";0;"urban";4;"1";"fog";"low";34.0;"low";"poor road";"major";4;4;0;"No Festival";0.45
475;"Delhi";"Delhi";28.778987;76.977514;"2022-01-02";"09:00:00";9;"Sunday";1;"rural";6;"1";"fog";"low";20.0;"high";"drunk driving";"major";4;1;1;"No Festival";0.8
476;"Kolkata";"West Bengal";22.631425;88.259076;"2022-07-19";"01:00:00";1;"Tuesday";0;"rural";2;"0";"clear";"high";38.0;"low";"distraction";"minor";1;1;0;"No Festival";0.1
477;"Delhi";"Delhi";28.848392;77.002975;"2022-05-24";"04:00:00";4;"Tuesday";0;"urban";6;"1";"fog";"low";26.0;"medium";"poor road";"minor";5;2;0;"No Festival";0.45
478;"Mumbai";"Maharashtra";18.829473;72.892258;"2022-02-23";"05:00:00";5;"Wednesday";0;"highway";6;"1";"rain";"medium";21.0;"medium";"weather";"fatal";4;4;0;"No Festival";0.45
479;"Pune";"Maharashtra";18.660362;73.863866;"2024-11-13";"02:00:00";2;"Wednesday";0;"highway";1;"0";"fog";"low";22.0;"low";"distraction";"major";1;0;0;"No Festival";0.45
480;"Delhi";"Delhi";28.495456;77.064015;"2024-10-28";"04:00:00";4;"Monday";0;"rural";5;"1";"fog";"low";36.0;"low";"distraction";"fatal";5;5;0;"No Festival";0.65
481;"Kolkata";"West Bengal";22.445287;88.427148;"2024-05-05";"09:00:00";9;"Sunday";1;"highway";5;"0";"fog";"low";34.0;"high";"poor road";"major";2;2;1;"No Festival";0.8
482;"Hyderabad";"Telangana";17.457398;78.207636;"2023-12-26";"03:00:00";3;"Tuesday";0;"urban";6;"0";"clear";"high";28.0;"low";"weather";"minor";2;0;0;"No Festival";0.1
483;"Chennai";"Tamil Nadu";12.839362;80.263658;"2025-02-05";"07:00:00";7;"Wednesday";0;"rural";1;"0";"rain";"medium";34.0;"medium";"distraction";"fatal";2;2;0;"No Festival";0.45
484;"Kolkata";"West Bengal";22.651052;88.416992;"2024-01-12";"09:00:00";9;"Friday";0;"urban";2;"0";"rain";"low";26.0;"medium";"weather";"minor";5;4;1;"No Festival";0.6
485;"Chennai";"Tamil Nadu";13.077407;80.263691;"2023-03-05";"11:00:00";11;"Sunday";1;"urban";3;"1";"rain";"low";28.0;"medium";"weather";"minor";4;1;0;"No Festival";0.45
486;"Kolkata";"West Bengal";22.527311;88.256941;"2023-12-15";"00:00:00";0;"Friday";0;"highway";6;"1";"fog";"low";27.0;"low";"drunk driving";"minor";2;2;0;"No Festival";0.45
487;"Mumbai";"Maharashtra";19.158541;72.929406;"2023-12-14";"00:00:00";0;"Thursday";0;"urban";3;"1";"clear";"high";16.0;"low";"poor road";"minor";2;2;0;"No Festival";0.1
488;"Bangalore";"Karnataka";13.060177;77.527135;"2024-03-09";"21:00:00";21;"Saturday";1;"rural";5;"1";"fog";"low";16.0;"high";"overspeeding";"minor";4;2;0;"No Festival";0.65
489;"Delhi";"Delhi";28.506395;77.048485;"2023-03-21";"08:00:00";8;"Tuesday";0;"urban";1;"1";"fog";"low";21.0;"medium";"poor road";"minor";4;1;1;"No Festival";0.6
490;"Pune";"Maharashtra";18.460897;73.900804;"2022-08-18";"15:00:00";15;"Thursday";0;"rural";3;"1";"clear";"high";18.0;"low";"poor road";"fatal";3;3;0;"No Festival";0.3
491;"Chandigarh";"Punjab";30.704397;76.872086;"2023-01-20";"22:00:00";22;"Friday";0;"highway";1;"1";"clear";"high";28.0;"high";"overspeeding";"minor";5;2;0;"No Festival";0.3
492;"Hyderabad";"Telangana";17.487653;78.541296;"2023-08-16";"01:00:00";1;"Wednesday";0;"highway";5;"0";"rain";"low";39.0;"low";"drunk driving";"minor";4;0;0;"No Festival";0.45
493;"Delhi";"Delhi";28.862528;76.882488;"2023-08-11";"04:00:00";4;"Friday";0;"urban";5;"1";"rain";"medium";36.0;"low";"distraction";"minor";1;0;0;"No Festival";0.25
494;"Hyderabad";"Telangana";17.539404;78.221201;"2023-04-04";"12:00:00";12;"Tuesday";0;"rural";1;"0";"fog";"low";36.0;"high";"overspeeding";"minor";1;0;0;"No Festival";0.65
495;"Bangalore";"Karnataka";13.03119;77.439954;"2024-08-09";"17:00:00";17;"Friday";0;"rural";1;"1";"rain";"medium";28.0;"high";"drunk driving";"major";1;1;1;"No Festival";0.6
496;"Chennai";"Tamil Nadu";13.004738;80.164282;"2023-11-28";"14:00:00";14;"Tuesday";0;"rural";2;"1";"rain";"medium";21.0;"medium";"weather";"minor";5;3;0;"No Festival";0.25
497;"Pune";"Maharashtra";18.408211;73.836077;"2023-08-05";"18:00:00";18;"Saturday";1;"highway";1;"1";"rain";"medium";36.0;"high";"distraction";"major";4;4;1;"No Festival";0.6
498;"Hyderabad";"Telangana";17.361712;78.279241;"2022-08-26";"22:00:00";22;"Friday";0;"rural";5;"0";"rain";"medium";35.0;"low";"overspeeding";"major";3;3;0;"No Festival";0.25
499;"Bangalore";"Karnataka";12.940417;77.683922;"2022-04-16";"17:00:00";17;"Saturday";1;"highway";6;"0";"rain";"low";30.0;"high";"overspeeding";"minor";4;0;1;"No Festival";0.8
500;"Hyderabad";"Telangana";17.310556;78.405671;"2022-03-02";"22:00:00";22;"Wednesday";0;"urban";1;"0";"clear";"high";26.0;"low";"poor road";"minor";1;0;0;"No Festival";0.1
501;"Hyderabad";"Telangana";17.318148;78.55434;"2022-05-16";"12:00:00";12;"Monday";0;"urban";6;"1";"rain";"low";17.0;"medium";"poor road";"fatal";5;5;0;"No Festival";0.65
502;"Bangalore";"Karnataka";13.038925;77.471671;"2024-11-27";"17:00:00";17;"Wednesday";0;"highway";1;"1";"fog";"low";21.0;"high";"weather";"minor";3;1;1;"No Festival";0.8
503;"Mumbai";"Maharashtra";19.058781;72.937114;"2022-05-29";"10:00:00";10;"Sunday";1;"highway";3;"1";"rain";"low";16.0;"medium";"overspeeding";"fatal";4;4;1;"No Festival";0.8
504;"Mumbai";"Maharashtra";18.867672;72.800601;"2024-05-30";"10:00:00";10;"Thursday";0;"urban";5;"0";"fog";"low";39.0;"medium";"distraction";"minor";1;1;1;"No Festival";0.6
505;"Bangalore";"Karnataka";12.935809;77.79042;"2024-07-18";"10:00:00";10;"Thursday";0;"rural";2;"0";"fog";"low";34.0;"high";"distraction";"fatal";2;2;1;"No Festival";1.0
506;"Delhi";"Delhi";28.65434;76.812615;"2024-07-29";"03:00:00";3;"Monday";0;"highway";2;"0";"rain";"low";35.0;"low";"poor road";"minor";1;1;0;"No Festival";0.45
507;"Chennai";"Tamil Nadu";12.973499;80.109124;"2023-09-28";"09:00:00";9;"Thursday";0;"highway";1;"1";"fog";"low";37.0;"high";"poor road";"major";2;1;1;"No Festival";0.8
508;"Hyderabad";"Telangana";17.557086;78.478082;"2022-06-23";"13:00:00";13;"Thursday";0;"urban";4;"1";"rain";"low";37.0;"medium";"weather";"major";4;0;0;"No Festival";0.45
509;"Mumbai";"Maharashtra";19.090579;72.834043;"2022-03-02";"13:00:00";13;"Wednesday";0;"urban";5;"0";"clear";"high";27.0;"medium";"overspeeding";"minor";1;1;0;"No Festival";0.1
510;"Mumbai";"Maharashtra";19.041897;72.719868;"2023-05-17";"07:00:00";7;"Wednesday";0;"rural";6;"0";"fog";"low";32.0;"high";"drunk driving";"fatal";5;5;0;"No Festival";0.85
511;"Delhi";"Delhi";28.687821;76.875014;"2022-06-09";"19:00:00";19;"Thursday";0;"highway";1;"0";"clear";"high";32.0;"medium";"poor road";"fatal";4;4;1;"No Festival";0.45
512;"Pune";"Maharashtra";18.493721;73.89316;"2024-12-12";"02:00:00";2;"Thursday";0;"urban";3;"0";"clear";"high";16.0;"medium";"drunk driving";"minor";3;1;0;"No Festival";0.1
513;"Bangalore";"Karnataka";12.938471;77.569677;"2024-09-06";"23:00:00";23;"Friday";0;"urban";3;"1";"clear";"high";16.0;"low";"weather";"major";2;1;0;"No Festival";0.1
514;"Mumbai";"Maharashtra";19.021859;72.865643;"2022-01-29";"09:00:00";9;"Saturday";1;"highway";5;"0";"rain";"low";39.0;"low";"poor road";"major";4;3;1;"No Festival";0.6
515;"Hyderabad";"Telangana";17.399051;78.324222;"2023-04-25";"16:00:00";16;"Tuesday";0;"rural";5;"1";"clear";"high";26.0;"low";"poor road";"major";4;4;0;"No Festival";0.1
516;"Hyderabad";"Telangana";17.579808;78.226828;"2024-02-24";"04:00:00";4;"Saturday";1;"urban";5;"1";"rain";"medium";32.0;"low";"weather";"minor";2;2;0;"No Festival";0.25
517;"Pune";"Maharashtra";18.665048;73.711344;"2023-04-18";"22:00:00";22;"Tuesday";0;"highway";1;"0";"clear";"high";35.0;"high";"distraction";"minor";3;0;0;"No Festival";0.3
518;"Chennai";"Tamil Nadu";12.855499;80.235898;"2025-02-22";"04:00:00";4;"Saturday";1;"urban";4;"0";"clear";"high";29.0;"low";"poor road";"fatal";4;4;0;"No Festival";0.3
519;"Delhi";"Delhi";28.793572;77.033278;"2022-10-17";"16:00:00";16;"Monday";0;"highway";5;"1";"fog";"low";38.0;"medium";"distraction";"fatal";2;2;0;"No Festival";0.65
520;"Pune";"Maharashtra";18.64573;73.857272;"2023-06-30";"13:00:00";13;"Friday";0;"urban";3;"1";"fog";"low";31.0;"low";"drunk driving";"fatal";3;3;0;"No Festival";0.65
521;"Pune";"Maharashtra";18.653025;73.896448;"2024-08-08";"17:00:00";17;"Thursday";0;"highway";6;"1";"fog";"low";37.0;"low";"weather";"minor";2;1;1;"No Festival";0.6
522;"Hyderabad";"Telangana";17.358432;78.200209;"2025-02-16";"18:00:00";18;"Sunday";1;"urban";5;"1";"clear";"high";29.0;"medium";"distraction";"minor";4;0;1;"No Festival";0.25
523;"Mumbai";"Maharashtra";19.296951;72.838842;"2024-06-09";"08:00:00";8;"Sunday";1;"highway";5;"1";"clear";"high";38.0;"high";"overspeeding";"major";1;0;1;"No Festival";0.45
524;"Chennai";"Tamil Nadu";12.885732;80.28941;"2023-12-08";"22:00:00";22;"Friday";0;"urban";6;"1";"clear";"high";26.0;"high";"drunk driving";"minor";4;2;0;"No Festival";0.3
525;"Pune";"Maharashtra";18.602707;73.933327;"2022-11-27";"18:00:00";18;"Sunday";1;"highway";4;"1";"clear";"high";23.0;"high";"weather";"minor";4;2;1;"No Festival";0.45
526;"Chandigarh";"Punjab";30.788083;76.76479;"2023-08-14";"06:00:00";6;"Monday";0;"rural";4;"0";"fog";"low";24.0;"low";"drunk driving";"fatal";4;4;0;"No Festival";0.65
527;"Bangalore";"Karnataka";12.965455;77.503129;"2024-04-28";"17:00:00";17;"Sunday";1;"highway";3;"0";"fog";"low";32.0;"high";"poor road";"major";3;3;1;"No Festival";0.8
528;"Hyderabad";"Telangana";17.206802;78.509494;"2022-12-28";"04:00:00";4;"Wednesday";0;"highway";2;"1";"fog";"low";39.0;"medium";"overspeeding";"minor";3;3;0;"No Festival";0.45
529;"Pune";"Maharashtra";18.660781;73.793092;"2024-03-01";"14:00:00";14;"Friday";0;"urban";1;"1";"clear";"high";19.0;"medium";"drunk driving";"minor";3;3;0;"No Festival";0.1
530;"Mumbai";"Maharashtra";18.897726;72.821774;"2025-02-15";"03:00:00";3;"Saturday";1;"urban";5;"0";"rain";"low";40.0;"low";"distraction";"major";3;3;0;"No Festival";0.45
531;"Kolkata";"West Bengal";22.655639;88.262162;"2022-07-13";"02:00:00";2;"Wednesday";0;"highway";1;"1";"clear";"high";25.0;"low";"distraction";"major";5;1;0;"No Festival";0.1
532;"Pune";"Maharashtra";18.571685;73.96122;"2024-05-06";"12:00:00";12;"Monday";0;"highway";3;"0";"rain";"medium";40.0;"medium";"weather";"major";5;1;0;"No Festival";0.25
533;"Chennai";"Tamil Nadu";12.817504;80.136037;"2022-09-10";"17:00:00";17;"Saturday";1;"rural";6;"1";"rain";"medium";39.0;"medium";"weather";"minor";4;4;1;"No Festival";0.4
534;"Mumbai";"Maharashtra";18.904708;72.989132;"2025-03-28";"19:00:00";19;"Friday";0;"highway";3;"1";"fog";"low";39.0;"low";"drunk driving";"major";5;4;1;"No Festival";0.6
535;"Mumbai";"Maharashtra";18.984272;72.774002;"2023-06-06";"18:00:00";18;"Tuesday";0;"rural";6;"1";"clear";"high";15.0;"medium";"poor road";"major";4;1;1;"No Festival";0.25
536;"Kolkata";"West Bengal";22.557039;88.250542;"2022-10-14";"12:00:00";12;"Friday";0;"urban";6;"0";"clear";"high";26.0;"high";"drunk driving";"minor";2;2;0;"No Festival";0.3
537;"Bangalore";"Karnataka";12.92414;77.756905;"2025-04-11";"22:00:00";22;"Friday";0;"highway";3;"1";"fog";"low";31.0;"low";"drunk driving";"fatal";2;2;0;"No Festival";0.65
538;"Mumbai";"Maharashtra";19.17639;72.83154;"2023-02-19";"00:00:00";0;"Sunday";1;"highway";3;"0";"rain";"low";21.0;"low";"overspeeding";"minor";4;1;0;"No Festival";0.45
539;"Chennai";"Tamil Nadu";13.038197;80.150161;"2022-11-28";"05:00:00";5;"Monday";0;"urban";4;"1";"fog";"low";40.0;"low";"poor road";"minor";1;1;0;"No Festival";0.45
540;"Mumbai";"Maharashtra";18.877165;72.922716;"2023-09-28";"06:00:00";6;"Thursday";0;"urban";2;"1";"rain";"medium";24.0;"medium";"overspeeding";"major";5;0;0;"No Festival";0.25
541;"Mumbai";"Maharashtra";19.113284;72.889961;"2022-01-01";"21:00:00";21;"Saturday";1;"rural";6;"1";"rain";"medium";30.0;"high";"drunk driving";"major";5;3;0;"No Festival";0.45
542;"Bangalore";"Karnataka";13.13621;77.482313;"2022-09-25";"11:00:00";11;"Sunday";1;"highway";3;"1";"clear";"high";28.0;"low";"weather";"minor";1;1;0;"No Festival";0.1
543;"Bangalore";"Karnataka";12.810978;77.534254;"2023-06-04";"04:00:00";4;"Sunday";1;"highway";3;"1";"rain";"medium";15.0;"low";"poor road";"minor";5;0;0;"No Festival";0.25
544;"Pune";"Maharashtra";18.430795;73.712749;"2024-09-03";"19:00:00";19;"Tuesday";0;"rural";6;"1";"rain";"medium";19.0;"high";"drunk driving";"minor";4;4;1;"No Festival";0.6
545;"Kolkata";"West Bengal";22.572038;88.303193;"2024-12-31";"09:00:00";9;"Tuesday";0;"rural";5;"0";"fog";"low";29.0;"high";"weather";"minor";2;0;1;"No Festival";0.8
546;"Chennai";"Tamil Nadu";13.194003;80.175637;"2023-08-05";"02:00:00";2;"Saturday";1;"rural";5;"0";"rain";"low";34.0;"low";"distraction";"minor";1;1;0;"No Festival";0.45
547;"Delhi";"Delhi";28.831982;77.293127;"2022-02-13";"03:00:00";3;"Sunday";1;"highway";5;"0";"rain";"low";30.0;"low";"distraction";"fatal";4;4;0;"No Festival";0.65
548;"Chandigarh";"Punjab";30.788587;76.831434;"2022-05-01";"03:00:00";3;"Sunday";1;"highway";3;"1";"fog";"low";23.0;"medium";"poor road";"minor";3;1;0;"No Festival";0.45
549;"Chandigarh";"Punjab";30.649983;76.8384;"2024-07-12";"18:00:00";18;"Friday";0;"rural";3;"1";"rain";"medium";27.0;"high";"overspeeding";"minor";2;2;1;"No Festival";0.6
550;"Bangalore";"Karnataka";12.819454;77.621806;"2025-02-02";"11:00:00";11;"Sunday";1;"rural";1;"0";"rain";"medium";21.0;"low";"distraction";"major";3;1;0;"No Festival";0.25
551;"Mumbai";"Maharashtra";19.071293;72.927183;"2022-11-01";"21:00:00";21;"Tuesday";0;"rural";3;"1";"clear";"high";34.0;"low";"distraction";"major";3;1;0;"No Festival";0.1
552;"Hyderabad";"Telangana";17.366319;78.398514;"2024-03-26";"03:00:00";3;"Tuesday";0;"highway";2;"0";"rain";"low";32.0;"low";"poor road";"minor";2;1;0;"No Festival";0.45
